sentiment,text,positive,negative
pos,"a comprehensive and provocative film -- one that pushes the boundaries of biography , and challenges its audience .",1,3
pos,ian holm conquers france as an earthy napoleo,2,1
neg,hugh grant's act is so consuming that sometimes it's difficult to tell who the other actors in the movie are .,2,2
pos,the invincible werner herzog is alive and well and living in l,2,1
neg,"it's fun , but a psychological mess , with austin powers bumping his head on the way out of the closet .",3,3
pos,the movie should be credited with remembering his victims .,3,2
neg,the only entertainment you'll derive from this choppy and sloppy affair will be from unintentional giggles  several of them .,4,4
neg,"at least it's a fairly impressive debut from the director , charles stone iii .",4,1
pos,the casting of raymond j . barry as the 'assassin' greatly enhances the quality of neil burger's impressive fake documentary .,5,2
neg,"there are touching moments in etoiles , but for the most part this is a dull , dour documentary on what ought to be a joyful or at least fascinating subject .",3,5
neg,not sweet enough to liven up its predictable story and will leave even fans of hip-hop sorely disappointed .,5,2
pos,a thought-provoking and often-funny drama about isolation .,1,1
neg,"dialogue-heavy and too cerebral for its own good -- or , at any rate , too cerebral for its racy subject matter .",5,0
pos,"garcía bernal and talancón are an immensely appealing couple , and even though their story is predictable , you'll want things to work out .",4,3
pos,troubling and powerful .,1,1
pos,"the director , steven shainberg , has succeeded by focusing intently on his characters , making them quirky individuals rather than figures of fun .",8,1
pos,"smart and fun , but far more witty than it is wise .",4,0
neg,propelled not by characters but by caricatures .,3,0
neg,we've liked klein's other work but rollerball left us cold .,3,1
pos,the simplicity of the way home has few equals this side of aeso,3,0
pos,"informative , intriguing , observant , often touching . . . gives a human face to what's often discussed in purely abstract terms .",6,0
neg,"the reason i found myself finally unmoved by this film , which is immaculately produced and has serious things to say , is that it comes across rather too plainly as allegory .",6,3
pos,"blade ii merges bits and pieces from fighting games , wire fu , horror movies , mystery , james bond , wrestling , sci-fi and anime into one big bloody stew .",7,4
neg,"verbinski substitutes atmosphere for action , tedium for thrills .",2,2
pos,"sharp , lively , funny and ultimately sobering film .",5,0
pos,"complex , affecting and uniquely almodóvar , the film evokes strong emotions and pushes viewers to question their deepest notions of moral right and wrong .",6,5
neg,"for anyone who grew up on disney's 1950 treasure island , or remembers the 1934 victor fleming classic , this one feels like an impostor .",4,3
neg,"the entire film is one big excuse to play one lewd scene after another . about half of them are funny , a few are sexy and none are useful in telling the story , which is paper-thin and decidedly unoriginal .",7,4
neg,a baffling mixed platter of gritty realism and magic realism with a hard-to-swallow premise .,5,2
neg,it's a bad thing when a movie has about as much substance as its end credits blooper reel .,2,4
pos,[d]oesn't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful .,5,3
pos,"it provides a grim , upsetting glimpse at the lives of some of the 1 . 2 million palestinians who live in the crowded cities and refugee camps of gaza .",3,5
pos,"an endlessly fascinating , landmark movie that is as bold as anything the cinema has seen in years .",3,0
pos,"suffers from the lack of a compelling or comprehensible narrative . still , as a visual treat , the film is almost unsurpassed .",4,3
neg,shankman . . . and screenwriter karen janszen bungle their way through the narrative as if it were a series of bible parables and not an actual story .,2,5
pos,"[f]rom the performances and the cinematography to the outstanding soundtrack and unconventional narrative , the film is blazingly alive and admirable on many levels .",5,3
pos,"superior genre storytelling , which gets under our skin simply by crossing the nuclear line .",2,3
pos,watching beanie and his gang put together his slasher video from spare parts and borrowed materials is as much fun as it must have been for them to make it .,7,3
pos,"the ingenious construction ( adapted by david hare from michael cunningham's novel ) constantly flows forwards and back , weaving themes among three strands which allow us to view events as if through a pris",7,3
neg,"adults , other than the parents . . . will be hard pressed to succumb to the call of the wild .",2,5
neg,"sunshine state surveys the landscape and assesses the issues with a clear passion for sociology . but the cinematography is cloudy , the picture making becalmed .",6,3
neg,"director jay russell stomps in hobnail boots over natalie babbitt's gentle , endearing 1975 children's novel .",4,2
pos,"this is dicaprio's best performance in anything ever , and easily the most watchable film of the year .",4,0
neg,the fetid underbelly of fame has never looked uglier .,2,3
neg,"dull , lifeless , and amateurishly assembled .",1,3
pos,"the mood , look and tone of the film fit the incredible storyline to a t .",5,1
pos,"a coming-of-age tale from new zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board .",10,4
pos,"there's an energy to y tu mamá también . much of it comes from the brave , uninhibited performances by its lead actors .",5,0
pos,"[a] wonderfully loopy tale of love , longing , and voting .",3,2
neg,a bland animated sequel that hardly seems worth the effort .,1,3
neg,"maybe it's asking too much , but if a movie is truly going to inspire me , i want a little more than this .",3,0
pos,"there are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it's a welcome return to the roots of a genre that should depend on surprises .",6,5
pos,"while it would be easy to give crush the new title of two weddings and a funeral , it's a far more thoughtful film than any slice of hugh grant whimsy .",6,2
neg,"this is a film about the irksome , tiresome nature of complacency that remains utterly satisfied to remain the same throughout . even as the hero of the story rediscovers his passion in life , the mood remains oddly detached .",6,7
pos,"bursting through the constraints of its source , this is one adapted- from-television movie that actually looks as if it belongs on the big screen .",4,4
pos,"the sight of the spaceship on the launching pad is duly impressive in imax dimensions , as are shots of the astronauts floating in their cabins .",6,3
neg,anyone who gets chills from movies with giant plot holes will find plenty to shake and shiver about in 'the ring . ,3,5
neg,"what remains is a variant of the nincompoop benigni persona , here a more annoying , though less angry version of the irresponsible sandlerian manchild , undercut by the voice of the star of road trip .",2,9
neg,"the two leads are almost good enough to camouflage the dopey plot , but so much naturalistic small talk , delivered in almost muffled exchanges , eventually has a lulling effect .",9,3
neg,there's something fundamental missing from this story : something or someone to care about .,2,1
neg,"entertaining enough , but nothing ne",1,1
pos,"poetry in motion captured on film . while it can be a bit repetitive , overall it's an entertaining and informative documentary .",2,4
neg,a cumbersome and cliche-ridden movie greased with every emotional device known to man .,2,2
neg,just not campy enoug,0,1
neg, . . . [a] strained comedy that jettisons all opportunities for rock to make his mark by serving up the usual chaotic nonsense .,4,4
neg,"there's a delightfully quirky movie to be made from curling , but brooms isn't it .",4,0
pos,"starts off with a bang , but then fizzles like a wet stick of dynamite at the very end . it's still worth a look .",6,5
neg,"can't kick about the assembled talent and the russos show genuine promise as comic filmmakers . still , this thing feels flimsy and ephemeral .",6,6
neg,a really good premise is frittered away in middle-of-the-road blandness .,2,2
neg,nothing about this movie works .,1,1
pos,"it's a good film -- not a classic , but odd , entertaining and authentic .",4,1
neg,"'abandon all hope , ye who enter here' . . . you should definitely let dante's gloomy words be your guide .",4,3
pos,there's so much to look at in metropolis you hate to tear your eyes away from the images long enough to read the subtitles .,3,3
neg,a sequence of ridiculous shoot-'em-up scenes .,1,1
pos,the magic of the film lies not in the mysterious spring but in the richness of its performances .,5,1
pos,"entertains by providing good , lively company .",4,0
pos,"this isn't a narrative film -- i don't know if it's possible to make a narrative film about september 11th , though i'm sure some will try -- but it's as close as anyone has dared to come .",5,2
pos,"shiri is an action film that delivers on the promise of excitement , but it also has a strong dramatic and emotional pull that gradually sneaks up on the audience .",7,3
neg,"so faithful to the doldrums of the not-quite-urban , not-quite-suburban milieu as to have viewers recoiling from the reality check .",2,2
neg,this dreadfully earnest inversion of the concubine love triangle eschews the previous film's historical panorama and roiling pathos for bug-eyed mugging and gay-niche condescension .,5,7
neg,a very stylish but ultimately extremely silly tale . . . a slick piece of nonsense but nothing more .,4,3
pos,"a fine effort , an interesting topic , some intriguing characters and a sad ending . certainly the big finish wasn't something galinsky and hawley could have planned for . . . but part of being a good documentarian is being there when the rope snaps .",11,5
pos,probably the best case for christianity since chesterton and lewis .,3,1
neg,new best friend shouldn't have gone straight to video ; it should have gone straight to a mystery science theater 3000 video .,6,3
pos,one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals . . . a psychological masterpiece .,6,1
neg,"every time you look , sweet home alabama is taking another bummer of a wrong turn .",3,1
neg,"if melville is creatively a great whale , this film is canned tuna .",3,1
pos,it shows us a slice of life that's very different from our own and yet instantly recognizable .,1,3
neg,paxton's uneven directorial debut fails to unlock the full potential of what is in many ways a fresh and dramatically substantial spin on the genre .,7,4
neg,the picture is a primer on what happens when lack of know-how mixes with lack of give-a-damn .,2,3
pos,"the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence .",4,2
neg,has all the right elements but completely fails to gel together .,2,2
pos,a manically generous christmas vaudeville .,2,1
neg,the story and the friendship proceeds in such a way that you're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships .,5,4
neg,"queen of the damned as you might have guessed , makes sorry use of aaliyah in her one and only starring role -- she does little here but point at things that explode into flame .",3,5
pos,"it cuts to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl , and to ride the big metaphorical wave that is life -- wherever it takes you .",9,5
neg,"a particularly joyless , and exceedingly dull , period coming-of-age tale .",2,3
pos,the socio-histo-political treatise is told in earnest strides . . . [and] personal illusion is deconstructed with poignancy .,3,3
pos,"almost everyone growing up believes their family must look like "" the addams family "" to everyone looking in . . . "" my big fat greek wedding "" comes from the heart . . .",9,2
pos,"though few will argue that it ranks with the best of herzog's works , invincible shows he's back in form , with an astoundingly rich film .",8,3
neg,"the problem is not that it's all derivative , because plenty of funny movies recycle old tropes . the problem is that van wilder does little that is actually funny with the material .",7,4
neg,bad and baffling from the get-go .,0,2
neg,not even the hanson brothers can save i,2,0
neg,irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free .,6,3
pos,the solid filmmaking and convincing characters makes this a high water mark for this genre .,5,3
neg," . . . jones , despite a definitely distinctive screen presence , just isn't able to muster for a movie that , its title notwithstanding , should have been a lot nastier if it wanted to fully capitalize on its lead's specific gifts .",11,3
pos,"berry's saucy , full-bodied performance gives this aging series a much needed kick , making "" die another day "" one of the most entertaining bonds in year",3,4
pos," . . . a light , yet engrossing piece . lux , now in her eighties , does a great combination act as narrator , jewish grandmother and subject  taking us through a film that is part biography , part entertainment and part history .",10,2
neg,"the result is a gaudy bag of stale candy , something from a halloween that died .",3,3
neg,the film favors the scientific over the spectacular ( visually speaking ) .,4,0
pos,"if anything , the film is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans .",4,5
neg,"[two] fairly dull -- contrasting and interlocking stories about miserable scandinavian settlers in 18th-century canada , and yuppie sailboaters in the here and now .",2,5
pos,secretary is not a movie about fetishism . it is a movie about passion .,1,1
pos,"an effectively creepy , fear-inducing ( not fear-reducing ) film from japanese director hideo nakata , who takes the superstitious curse on chain letters and actually applies it .",5,2
neg,"too silly to be frightening , too stolid to be funny , it projects the same lazy affability as its nominal star , david arquette .",5,3
neg,"maybe you'll be lucky , and there'll be a power outage during your screening so you can get your money back .",3,1
neg,the talk-heavy film plays like one of robert altman's lesser works .,2,1
pos,"rarely do films come along that are as intelligent , exuberant , and moving as monsoon wedding .",4,1
neg,the whole film has this sneaky feel to it  as if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product .,4,5
neg,"occasionally funny , sometimes inspiring , often boring .",2,2
neg,"has nothing good to speak about other than the fact that it is relatively short , tries its best to hide the fact that seagal's overweight and out of shape .",3,4
pos,"sorvino is delightful in the central role . she nearly glows with enthusiasm , sensuality and a conniving wit .",6,1
pos,"it celebrates the group's playful spark of nonconformity , glancing vividly back at what hibiscus grandly called his 'angels of light . ",4,2
pos,"if you want to see a train wreck that you can't look away from , then look no further , because here it is .",3,2
pos,a deep and meaningful film .,2,0
neg,"[davis] has a bright , chipper style that keeps things moving , while never quite managing to connect her wish-fulfilling characters to the human race .",6,3
pos,"the members manage to pronounce kok exactly as you think they might , thus giving the cast ample opportunity to use that term as often as possible . it's very beavis and butthead , yet always seems to elicit a chuckle .",9,3
neg,"where tom green stages his gags as assaults on america's knee-jerk moral sanctimony , jackass lacks aspirations of social upheaval .",6,4
neg,"an often-deadly boring , strange reading of a classic whose witty dialogue is treated with a baffling casual approac",6,3
pos,a quietly moving look back at what it was to be iranian-american in 1979 .,2,1
neg,"though it draws several decent laughs , it's low-cal woody at best .",5,1
neg,banal and predictable .,1,1
pos,"a minor work yet there's no denying the potency of miller's strange , fleeting brew of hopeful perseverance and hopeless closure .",6,4
pos,merchant effectively translates naipaul's lively mix of characters from the page to screen .,4,0
pos,"as animation increasingly emphasizes the computer and the cool , this is a film that takes a stand in favor of tradition and warmth .",8,0
pos,one of the best movies of the year .,1,0
neg,extremely bad .,0,1
neg,"not really a thriller so much as a movie for teens to laugh , groan and hiss at .",3,3
pos,what makes the movie a comedy is the way it avoids the more serious emotions involved .,4,2
neg,"some movies were made for the big screen , some for the small screen , and some , like ballistic : ecks vs . sever , were made for the palm screen .",3,2
neg,"shot perhaps 'artistically' with handheld cameras and apparently no movie lights by joaquin baca-asay , the low-budget production swings annoyingly between vertigo and opacity .",3,3
pos,a movie that will wear you out and make you misty even when you don't want to be .,2,2
neg,"in execution , this clever idea is far less funny than the original , killers from space .",3,3
neg,a monster combat thriller as impersonal in its relentlessness as the videogame series that inspired it .,3,4
neg,"if all of eight legged freaks was as entertaining as the final hour , i would have no problem giving it an unqualified recommendation .",4,3
neg,the actors are forced to grapple with hazy motivations that never come into focus .,4,2
pos,"the one-liners are snappy , the situations volatile and the comic opportunities richly rewarded .",4,2
neg,"ringu is a disaster of a story , full of holes and completely lacking in chills . ignore the reputation , and ignore the film .",4,6
pos,"it's endlessly inventive , consistently intelligent and sickeningly savage .",3,2
neg,lazily directed by charles stone iii . . . from a leaden script by matthew cirulnick and novelist thulani davis .,6,1
neg,the real question this movie poses is not 'who ? ' but 'why ? ,3,1
neg,"this is the sort of low-grade dreck that usually goes straight to video --with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography , complete with visible boom mikes .",7,7
pos,an intoxicating experience .,1,1
neg,like a soft drink that's been sitting open too long : it's too much syrup and not enough fizz .,4,0
pos,"although devoid of objectivity and full of nostalgic comments from the now middle-aged participants , dogtown and z-boys has a compelling story to tell .",6,2
pos,norton holds the film together .,1,1
neg,"a 75-minute sample of puerile rubbish that is listless , witless , and devoid of anything resembling humor .",2,5
pos,"for movie lovers as well as opera lovers , tosca is a real treat .",4,0
pos,australia : land beyond time is an enjoyable big movie primarily because australia is a weirdly beautiful place .,3,1
neg,"the title not only describes its main characters , but the lazy people behind the camera as well .",4,0
neg,something has been lost in the translation . . . another routine hollywood frightfest in which the slack execution italicizes the absurdity of the premise .,2,5
pos,close enough in spirit to its freewheeling trash-cinema roots to be a breath of fresh air .,6,0
pos,a subtle and well-crafted ( for the most part ) chiller .,2,1
pos,dolgin and franco fashion a fascinating portrait of a vietnamese-born youngster who eagerly and easily assimilated as an all-american girl with a brand new name in southern tennessee .,5,4
neg,what you end up getting is the vertical limit of surfing movies - memorable stunts with lots of downtime in between .,4,5
neg,"even if britney spears is really cute , her movie is really bad .",4,1
pos,"there are times when a rumor of angels plays like an extended episode of touched by an angel -- a little too much dancing , a few too many weeping scenes -- but i liked its heart and its spirit .",9,2
pos,an estrogen opera so intensely feminine that it serves as the antidote ( and cannier doppelganger ) to diesel's xxx flex-a-thon .,6,1
neg,"viewers are asked so often to suspend belief that were it not for holm's performance , the film would be a total washout .",2,2
neg,"director tom dey demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut shanghai noon , but showtime's uninspired send-up of tv cop show cliches mostly leaves him shooting blanks .",6,7
neg,"manages to be somewhat well-acted , not badly art-directed and utterly unengaging no matter how hard it tries to be thrilling , touching or , yikes , uproarious .",4,4
pos,enticing and often funny documentary .,2,0
pos,"this engrossing , characteristically complex tom clancy thriller is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the same time .",4,6
neg,don't be fooled by the impressive cast list - eye see you is pure junk .,3,3
neg,"somehow we're meant to buy that this doting mother would shun her kids , travel to one of the most dangerous parts of the world , don fatigues and become g . i . jane .",5,4
neg,too simple for its own good .,2,0
pos,a clever blend of fact and fiction .,2,0
neg,"when the film ended , i felt tired and drained and wanted to lie on my own deathbed for a while .",1,5
neg,formula 51 has dulled your senses faster and deeper than any recreational drug on the market .,4,2
pos,"while some will object to the idea of a vietnam picture with such a rah-rah , patriotic tone , soldiers ultimately achieves its main strategic objective : dramatizing the human cost of the conflict that came to define a generation .",13,2
pos,bubba ho-tep is a wonderful film with a bravura lead performance by bruce campbell that doesn't deserve to leave the building until everyone is aware of it .,7,3
neg,remember when bond had more glamour than clamor ? no more .,4,0
neg,"but buying into sham truths and routine "" indie "" filmmaking , freundlich has made just another safe movie . it's not horrible , just horribly mediocre .",5,4
pos,"writer-director's mehta's effort has tons of charm and the whimsy is in the mixture , the intoxicating masala , of cultures and film genres .",4,3
pos,"although it includes a fair share of dumb drug jokes and predictable slapstick , "" orange county "" is far funnier than it would seem to have any right to be .",7,5
neg,"does paint some memorable images . . . , but makhmalbaf keeps her distance from the character",3,1
pos,it's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .,3,0
pos,the two leads chomp considerably more scenery with their acting than fire-breathing monsters barbecue with their breath . . .,7,2
neg,"miller is playing so free with emotions , and the fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of seriousness .",6,4
pos,"'anyone with a passion for cinema , and indeed sex , should see it as soon as possible . ",3,2
neg,at once half-baked and overheated .,0,1
neg,"the piano teacher , like its title character , is repellantly out of control .",3,0
neg,largely a for-fans artifact .,1,1
neg,"a grating , emaciated flick .",0,2
pos,"a deceivingly simple film , one that grows in power in retrospect .",4,1
pos,undoubtedly the scariest movie ever made about tattoos .,1,1
pos,"if you're looking for a smart , nuanced look at de sade and what might have happened at picpus , sade is your film .",6,1
neg,"has an uppity musical beat that you can dance to , but its energy can't compare to the wit , humor and snappy dialogue of the original . if i want music , i'll buy the soundtrack . if i want a real movie , i'll buy the criterion dvd .",12,3
pos,a backstage must-see for true fans of comedy .,3,0
neg,the best thing that can be said of the picture is that it does have a few cute moments .,2,1
pos," . . . has freaky scenes where the crew wonder if they're ghosts imagining themselves as alive . it's a sly wink to the others without becoming a postmodern joke , made creepy by its "" men in a sardine can "" warped logic .",5,7
neg,hard-core slasher aficionados will find things to like . . . but overall the halloween series has lost its edge .,3,5
pos,worth catching for griffiths' warm and winning central performance .,5,0
pos,"a compelling journey . . . and "" his best friend remembers "" is up there with the finest of specials .",7,0
pos,scores a few points for doing what it does with a dedicated and good-hearted professionalism .,5,2
pos,this remake gets all there is to get out of a peculiar premise with promise : al pacino loathing robin williams .,4,2
neg,"the appeal of the vulgar , sexist , racist humour went over my head or -- considering just how low brow it is -- perhaps it snuck under my feet .",3,8
neg,zaidan's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight .,4,4
pos,the movie's thesis -- elegant technology for the masses -- is surprisingly refreshing .,3,0
pos,"earns its laughs from stock redneck 'types' and from the many , many moments when we recognize even without the elizabethan prose , the play behind the thing .",5,4
neg,suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer demands .,2,5
pos,"it has charm to spare , and unlike many romantic comedies , it does not alienate either gender in the audience .",3,2
pos,steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate manhattan denizens--especially the a * * holes .,2,3
pos,"its direction , its script , and weaver's performance as a vaguely discontented woman of substance make for a mildly entertaining 77 minutes , if that's what you're in the mood for .",5,4
pos,you walk out of the good girl with mixed emotions  disapproval of justine combined with a tinge of understanding for her actions .,6,4
pos,what a great way to spend 4 units of your day .,2,1
neg,i hate the feeling of having been slimed in the name of high art .,2,3
pos,"it has its faults , but it is a kind , unapologetic , sweetheart of a movie , and mandy moore leaves a positive impression .",4,3
pos,"whether you like rap music or loathe it , you can't deny either the tragic loss of two young men in the prime of their talent or the power of this movie .",6,4
neg,what's really sad is to see two academy award winning actresses ( and one academy award winning actor ) succumb to appearing in this junk that's tv sitcom material at best .,10,3
pos,"'charly' will divide its audience in two separate groups , those reaching for more tissues and those begging for mercy . . .",4,2
pos,[westbrook] makes a wonderful subject for the camera .,1,0
neg,"lame , haphazard teen comedy .",1,3
neg,"static , repetitive , muddy and blurry , hey arnold ! would seem to have a lock on the title of ugliest movie of the year .",1,6
neg,this follow-up seems so similar to the 1953 disney classic that it makes one long for a geriatric peter .,4,0
neg,"the character is too forced and overwritten to be funny or believable much of the time , and clayburgh doesn't always improve the over-the-top mix .",4,2
pos,"a drama of great power , yet some members of the audience will leave the theater believing they have seen a comedy .",6,1
neg," . . . pitiful , slapdash disaster . a doa dud from frame one .",0,5
pos,"davis is funny , charming and quirky in her feature film acting debut as amy .",4,0
pos," . . . only bond can save us from the latest eccentric , super-wealthy megalomaniac bent on world domination and destruction .",5,4
neg,"if somebody was bored and . . . decided to make a dull , pretentious version of jesus' son , they'd come up with something like bart freundlich's world traveler .",4,5
neg,you're better off staying home and watching the x-files .,2,0
pos,"nair and writer laura cahill dare to build a movie around some flawed but rather unexceptional women , emerging with a fine character study that's short on plot but rich in the tiny revelations of real life .",11,6
pos, . . . there's enough cool fun here to warm the hearts of animation enthusiasts of all ages .,6,0
neg,a glossy knock-off of a b-movie revenge flick .,1,0
neg,"message movie or an action-packed submarine spectacular ? alas , it's neither .",3,1
pos,"a smart , provocative drama that does the nearly impossible : it gets under the skin of a man we only know as an evil , monstrous lunatic .",2,5
neg,"lanie's professional success means she must be a failure at life , because she's driven by ambition and doesn't know how to have fun .",6,2
neg,the only thing scary about feardotcom is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie .,0,3
pos,flawed but worthy look at life in u . s . relocation camps .,3,3
pos,"the most wondrous love story in years , it is a great film .",3,0
pos,this may be burns's strongest film since the brothers mcmullen .,2,1
pos,we learn a lot about dying coral and see a lot of life on the reef .,3,1
neg,"initially gripping , eventually cloying pow drama .",1,3
pos,a film about a young man finding god that is accessible and touching to the marrow .,5,0
pos,"the year's greatest adventure , and jackson's limited but enthusiastic adaptation has made literature literal without killing its soul -- a feat any thinking person is bound to appreciate .",10,4
pos,"fun , flip and terribly hip bit of cinematic entertainment .",3,1
pos,"the way the roundelay of partners functions , and the interplay within partnerships and among partnerships and the general air of gator-bashing are consistently delightful .",8,2
neg,"watching austin powers in goldmember is like binging on cotton candy . it's sweet and fluffy at the time , but it may leave you feeling a little sticky and unsatisfied .",5,4
pos,"thrilling , provocative and darkly funny , this timely sci-fi mystery works on so many different levels that it not only invites , it demands repeated viewings .",7,4
neg,unfortunately the story and the actors are served with a hack script .,3,2
pos,quitting offers piercing domestic drama with spikes of sly humor .,5,3
pos,"the film is a masterpiece of nuance and characterization , marred only by an inexplicable , utterly distracting blunder at the very end .",3,3
neg,puts on airs of a hal hartley wannabe film -- without the vital comic ingredient of the hilarious writer-director himself .,4,3
neg,"cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy's idea of a good time .",5,5
pos,"romanek's themes are every bit as distinctive as his visuals . beyond the cleverness , the weirdness and the pristine camerawork , one hour photo is a sobering meditation on why we take pictures .",7,1
pos,"think of it as gidget , only with muscles and a lot more smarts , but just as endearing and easy to watch .",5,1
neg,"too slow for a younger crowd , too shallow for an older one .",1,3
pos,catch it . . . if you can !,1,0
pos,daughter from danang sticks with its subjects a little longer and tells a deeper stor,2,2
pos,"like most bond outings in recent years , some of the stunts are so outlandish that they border on being cartoonlike . a heavy reliance on cgi technology is beginning to creep into the series .",2,7
pos,"barney has created a tour de force that is weird , wacky and wonderful .",4,2
neg,"a serious movie with serious ideas . but seriously , folks , it doesn't work .",4,1
pos,"enormously likable , partly because it is aware of its own grasp of the absurd .",4,1
neg,[a] shapeless blob of desperate entertainment .,1,3
neg,"from the opening scenes , it's clear that all about the benjamins is a totally formulaic movie .",2,0
pos,"could use a little more humanity , but it never lacks in eye-popping visuals .",3,0
pos,"this is so de palma . if you love him , you'll like it . if you don't . . . well , skip to another review .",2,1
pos,"the film's unhurried pace is actually one of its strengths . entirely appropriately , the tale unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn .",11,4
pos,bouquet gives a performance that is masterly .,3,0
pos,"legendary irish writer brendan behan's memoir , borstal boy , has been given a loving screen transferral .",3,2
neg,"[davis] wants to cause his audience an epiphany , yet he refuses to give us real situations and characters .",4,1
neg,"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one .",3,6
neg,there's a disturbing 'great white hope' undertone to the other side of heaven that subtly undermines its message of christian love and compassion .,5,4
pos,haneke challenges us to confront the reality of sexual aberration .,2,2
neg,a poky and pseudo-serious exercise in sham actor workshops and an affected malaise .,1,4
pos,"as a film director , labute continues to improve .",3,0
pos,as unseemly as its title suggests .,2,0
neg,"by the time the surprise ending is revealed , interest cannot be revived .",5,1
pos,what better message than 'love thyself' could young women of any size receive ?,4,2
neg,"too stagey , talky -- and long -- for its own good .",2,2
pos,manages to please its intended audience -- children -- without placing their parents in a coma-like state .,4,2
neg,an artsploitation movie with too much exploitation and too little art .,2,1
pos,"not only is undercover brother as funny , if not more so , than both austin powers films , but it's also one of the smarter , savvier spoofs to come along in some time .",5,1
pos,"a sun-drenched masterpiece , part parlor game , part psychological case study , part droll social satire .",8,0
pos,"while bollywood/hollywood will undoubtedly provide its keenest pleasures to those familiar with bombay musicals , it also has plenty for those ( like me ) who aren't .",8,1
pos,"although it doesn't always hang together -- violence and whimsy don't combine easily -- "" cherish "" certainly isn't dull .",7,3
neg,serving sara should be served an eviction notice at every theater stuck with it .,3,3
neg,"'all in all , reign of fire will be a good ( successful ) rental . ",4,0
neg,a retread of material already thoroughly plumbed by martin scorsese .,4,1
neg,my response to the film is best described as lukewarm . maybe i found the proceedings a little bit too conventional .,5,2
neg,"expanded to 65 minutes for theatrical release , it still feels somewhat unfinished .",3,2
neg,"much like its easily dismissive take on the upscale lifestyle , there isn't much there here .",2,1
pos,many a parent and their teen ( or preteen ) kid could bond while watching a walk to remember . so could young romantics out on a date .,5,3
neg,instead of building to a laugh riot we are left with a handful of disparate funny moments of no real consequence .,6,4
pos,"williams plays sy , another of his open-faced , smiling madmen , like the killer in insomnia . he does this so well you don't have the slightest difficulty accepting him in the role .",5,2
neg,a soulless jumble of ineptly assembled cliches and pabulum that plays like a 95-minute commercial for nba properties .,4,4
neg,"a simpler , leaner treatment would have been preferable ; after all , being about nothing is sometimes funnier than being about something .",4,2
neg,"the film is based on truth and yet there is something about it that feels incomplete , as if the real story starts just around the corner .",4,3
neg," "" the road paved with good intentions leads to the video store """,5,0
pos,there are moments of hilarity to be had .,1,0
neg,"very well made , but doesn't generate a lot of tension .",1,1
pos,"for veggietales fans , this is more appetizing than a side dish of asparagus . if you're not a fan , it might be like trying to eat brussels sprouts .",6,1
pos,nolan bravely treads where few american films dare to delve -- into the world of ambivalence and ambiguity . . .,2,3
neg,an improvement on the feeble examples of big-screen poke-mania that have preceded it .,1,1
pos,"karmen moves like rhythm itself , her lips chanting to the beat , her long , braided hair doing little to wipe away the jeweled beads of sweat .",7,2
neg,"[t]here's only so much anyone can do with a florid , overplotted , anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them .",3,7
neg,the only excitement comes when the credits finally roll and you get to leave the theater .,3,0
neg,long time dead ? not nearly long enough .,3,1
pos,"passions , obsessions , and loneliest dark spots are pushed to their most virtuous limits , lending the narrative an unusually surreal tone .",3,8
pos,"this is wild surreal stuff , but brilliant and the camera just kind of sits there and lets you look at this and its like you're going from one room to the next and none of them have any relation to the other .",4,3
pos,some actors have so much charisma that you'd be happy to listen to them reading the phone book . hugh grant and sandra bullock are two such likeable actors .,6,2
neg,"the criticism never rises above easy , cynical potshots at morally bankrupt characters . . .",4,3
pos,"schepisi , aided by a cast that seems to include every top-notch british actor who did not appear in gosford park ( as well as one , ms . mirren , who did ) , has succeeded beyond all expectation .",4,1
neg,the situations and jokes are as predictable and as lowbrow as the endless pratfalls the boys take in their high heels .,3,3
pos,hardly a film that comes along every day .,0,1
